date,time,stock,loaded_unloaded,warehouse_id,warehouse_name,x_length_m,y_length_m,z_height_m
2025-02-11,06:00,960,unloaded,WH001,Bawana Main,50,40,12
2025-02-11,09:00,1139,loaded,WH001,Bawana Main,50,40,12
2025-02-11,13:00,938,unloaded,WH001,Bawana Main,50,40,12
2025-02-11,17:00,1111,loaded,WH001,Bawana Main,50,40,12
2025-02-11,06:00,733,unloaded,WH002,Okhla Depot,45,35,10
2025-02-11,09:00,809,loaded,WH002,Okhla Depot,45,35,10
2025-02-11,13:00,740,unloaded,WH002,Okhla Depot,45,35,10
2025-02-11,17:00,838,loaded,WH002,Okhla Depot,45,35,10
2025-02-11,06:00,1238,unloaded,WH003,Narela Hub,60,50,15
2025-02-11,09:00,1475,loaded,WH003,Narela Hub,60,50,15
2025-02-11,13:00,1313,unloaded,WH003,Narela Hub,60,50,15
2025-02-11,17:00,1531,loaded,WH003,Narela Hub,60,50,15
2025-02-12,06:00,967,unloaded,WH001,Bawana Main,50,40,12
2025-02-12,09:00,1222,loaded,WH001,Bawana Main,50,40,12
2025-02-12,13:00,924,unloaded,WH001,Bawana Main,50,40,12
2025-02-12,17:00,1254,loaded,WH001,Bawana Main,50,40,12
2025-02-12,06:00,563,unloaded,WH002,Okhla Depot,45,35,10
2025-02-12,09:00,898,loaded,WH002,Okhla Depot,45,35,10
2025-02-12,13:00,603,unloaded,WH002,Okhla Depot,45,35,10
2025-02-12,17:00,806,loaded,WH002,Okhla Depot,45,35,10
2025-02-12,06:00,1260,unloaded,WH003,Narela Hub,60,50,15
2025-02-12,09:00,1559,loaded,WH003,Narela Hub,60,50,15
2025-02-12,13:00,1321,unloaded,WH003,Narela Hub,60,50,15
2025-02-12,17:00,1552,loaded,WH003,Narela Hub,60,50,15
2025-02-13,06:00,847,unloaded,WH001,Bawana Main,50,40,12
2025-02-13,09:00,1165,loaded,WH001,Bawana Main,50,40,12
2025-02-13,13:00,952,unloaded,WH001,Bawana Main,50,40,12
2025-02-13,17:00,1266,loaded,WH001,Bawana Main,50,40,12
2025-02-13,06:00,677,unloaded,WH002,Okhla Depot,45,35,10
2025-02-13,09:00,949,loaded,WH002,Okhla Depot,45,35,10
2025-02-13,13:00,650,unloaded,WH002,Okhla Depot,45,35,10
2025-02-13,17:00,810,loaded,WH002,Okhla Depot,45,35,10
2025-02-13,06:00,1292,unloaded,WH003,Narela Hub,60,50,15
2025-02-13,09:00,1411,loaded,WH003,Narela Hub,60,50,15
2025-02-13,13:00,1167,unloaded,WH003,Narela Hub,60,50,15
2025-02-13,17:00,1599,loaded,WH003,Narela Hub,60,50,15
2025-02-14,06:00,1043,unloaded,WH001,Bawana Main,50,40,12
2025-02-14,09:00,1144,loaded,WH001,Bawana Main,50,40,12
2025-02-14,13:00,922,unloaded,WH001,Bawana Main,50,40,12
2025-02-14,17:00,1299,loaded,WH001,Bawana Main,50,40,12
2025-02-14,06:00,706,unloaded,WH002,Okhla Depot,45,35,10
2025-02-14,09:00,831,loaded,WH002,Okhla Depot,45,35,10
2025-02-14,13:00,609,unloaded,WH002,Okhla Depot,45,35,10
2025-02-14,17:00,979,loaded,WH002,Okhla Depot,45,35,10
2025-02-14,06:00,1258,unloaded,WH003,Narela Hub,60,50,15
2025-02-14,09:00,1538,loaded,WH003,Narela Hub,60,50,15
2025-02-14,13:00,1299,unloaded,WH003,Narela Hub,60,50,15
2025-02-14,17:00,1408,loaded,WH003,Narela Hub,60,50,15
2025-02-15,06:00,816,unloaded,WH001,Bawana Main,50,40,12
2025-02-15,09:00,998,loaded,WH001,Bawana Main,50,40,12
2025-02-15,13:00,905,unloaded,WH001,Bawana Main,50,40,12
2025-02-15,17:00,1127,loaded,WH001,Bawana Main,50,40,12
2025-02-15,06:00,609,unloaded,WH002,Okhla Depot,45,35,10
2025-02-15,09:00,794,loaded,WH002,Okhla Depot,45,35,10
2025-02-15,13:00,510,unloaded,WH002,Okhla Depot,45,35,10
2025-02-15,17:00,867,loaded,WH002,Okhla Depot,45,35,10
2025-02-15,06:00,1233,unloaded,WH003,Narela Hub,60,50,15
2025-02-15,09:00,1282,loaded,WH003,Narela Hub,60,50,15
2025-02-15,13:00,1204,unloaded,WH003,Narela Hub,60,50,15
2025-02-15,17:00,1437,loaded,WH003,Narela Hub,60,50,15
2025-02-16,06:00,851,unloaded,WH001,Bawana Main,50,40,12
2025-02-16,09:00,1121,loaded,WH001,Bawana Main,50,40,12
2025-02-16,13:00,869,unloaded,WH001,Bawana Main,50,40,12
2025-02-16,17:00,1122,loaded,WH001,Bawana Main,50,40,12
2025-02-16,06:00,494,unloaded,WH002,Okhla Depot,45,35,10
2025-02-16,09:00,802,loaded,WH002,Okhla Depot,45,35,10
2025-02-16,13:00,505,unloaded,WH002,Okhla Depot,45,35,10
2025-02-16,17:00,808,loaded,WH002,Okhla Depot,45,35,10
2025-02-16,06:00,1126,unloaded,WH003,Narela Hub,60,50,15
2025-02-16,09:00,1393,loaded,WH003,Narela Hub,60,50,15
2025-02-16,13:00,1037,unloaded,WH003,Narela Hub,60,50,15
2025-02-16,17:00,1358,loaded,WH003,Narela Hub,60,50,15
2025-02-17,06:00,973,unloaded,WH001,Bawana Main,50,40,12
2025-02-17,09:00,1265,loaded,WH001,Bawana Main,50,40,12
2025-02-17,13:00,951,unloaded,WH001,Bawana Main,50,40,12
2025-02-17,17:00,1144,loaded,WH001,Bawana Main,50,40,12
2025-02-17,06:00,759,unloaded,WH002,Okhla Depot,45,35,10
2025-02-17,09:00,929,loaded,WH002,Okhla Depot,45,35,10
2025-02-17,13:00,543,unloaded,WH002,Okhla Depot,45,35,10
2025-02-17,17:00,931,loaded,WH002,Okhla Depot,45,35,10
2025-02-17,06:00,1299,unloaded,WH003,Narela Hub,60,50,15
2025-02-17,09:00,1550,loaded,WH003,Narela Hub,60,50,15
2025-02-17,13:00,1151,unloaded,WH003,Narela Hub,60,50,15
2025-02-17,17:00,1600,loaded,WH003,Narela Hub,60,50,15
2025-02-18,06:00,934,unloaded,WH001,Bawana Main,50,40,12
2025-02-18,09:00,1101,loaded,WH001,Bawana Main,50,40,12
2025-02-18,13:00,872,unloaded,WH001,Bawana Main,50,40,12
2025-02-18,17:00,1163,loaded,WH001,Bawana Main,50,40,12
2025-02-18,06:00,644,unloaded,WH002,Okhla Depot,45,35,10
2025-02-18,09:00,928,loaded,WH002,Okhla Depot,45,35,10
2025-02-18,13:00,668,unloaded,WH002,Okhla Depot,45,35,10
2025-02-18,17:00,966,loaded,WH002,Okhla Depot,45,35,10
2025-02-18,06:00,1266,unloaded,WH003,Narela Hub,60,50,15
2025-02-18,09:00,1440,loaded,WH003,Narela Hub,60,50,15
2025-02-18,13:00,1257,unloaded,WH003,Narela Hub,60,50,15
2025-02-18,17:00,1422,loaded,WH003,Narela Hub,60,50,15
2025-02-19,06:00,939,unloaded,WH001,Bawana Main,50,40,12
2025-02-19,09:00,1106,loaded,WH001,Bawana Main,50,40,12
2025-02-19,13:00,913,unloaded,WH001,Bawana Main,50,40,12
2025-02-19,17:00,1178,loaded,WH001,Bawana Main,50,40,12
2025-02-19,06:00,674,unloaded,WH002,Okhla Depot,45,35,10
2025-02-19,09:00,971,loaded,WH002,Okhla Depot,45,35,10
2025-02-19,13:00,650,unloaded,WH002,Okhla Depot,45,35,10
2025-02-19,17:00,931,loaded,WH002,Okhla Depot,45,35,10
2025-02-19,06:00,1298,unloaded,WH003,Narela Hub,60,50,15
2025-02-19,09:00,1587,loaded,WH003,Narela Hub,60,50,15
2025-02-19,13:00,1241,unloaded,WH003,Narela Hub,60,50,15
2025-02-19,17:00,1474,loaded,WH003,Narela Hub,60,50,15
2025-02-20,06:00,968,unloaded,WH001,Bawana Main,50,40,12
2025-02-20,09:00,1144,loaded,WH001,Bawana Main,50,40,12
2025-02-20,13:00,991,unloaded,WH001,Bawana Main,50,40,12
2025-02-20,17:00,1102,loaded,WH001,Bawana Main,50,40,12
2025-02-20,06:00,713,unloaded,WH002,Okhla Depot,45,35,10
2025-02-20,09:00,942,loaded,WH002,Okhla Depot,45,35,10
2025-02-20,13:00,499,unloaded,WH002,Okhla Depot,45,35,10
2025-02-20,17:00,986,loaded,WH002,Okhla Depot,45,35,10
2025-02-20,06:00,1243,unloaded,WH003,Narela Hub,60,50,15
2025-02-20,09:00,1598,loaded,WH003,Narela Hub,60,50,15
2025-02-20,13:00,1311,unloaded,WH003,Narela Hub,60,50,15
2025-02-20,17:00,1479,loaded,WH003,Narela Hub,60,50,15
2025-02-21,06:00,895,unloaded,WH001,Bawana Main,50,40,12
2025-02-21,09:00,1235,loaded,WH001,Bawana Main,50,40,12
2025-02-21,13:00,819,unloaded,WH001,Bawana Main,50,40,12
2025-02-21,17:00,1198,loaded,WH001,Bawana Main,50,40,12
2025-02-21,06:00,735,unloaded,WH002,Okhla Depot,45,35,10
2025-02-21,09:00,922,loaded,WH002,Okhla Depot,45,35,10
2025-02-21,13:00,743,unloaded,WH002,Okhla Depot,45,35,10
2025-02-21,17:00,911,loaded,WH002,Okhla Depot,45,35,10
2025-02-21,06:00,1160,unloaded,WH003,Narela Hub,60,50,15
2025-02-21,09:00,1532,loaded,WH003,Narela Hub,60,50,15
2025-02-21,13:00,1135,unloaded,WH003,Narela Hub,60,50,15
2025-02-21,17:00,1586,loaded,WH003,Narela Hub,60,50,15
2025-02-22,06:00,839,unloaded,WH001,Bawana Main,50,40,12
2025-02-22,09:00,982,loaded,WH001,Bawana Main,50,40,12
2025-02-22,13:00,837,unloaded,WH001,Bawana Main,50,40,12
2025-02-22,17:00,1220,loaded,WH001,Bawana Main,50,40,12
2025-02-22,06:00,623,unloaded,WH002,Okhla Depot,45,35,10
2025-02-22,09:00,820,loaded,WH002,Okhla Depot,45,35,10
2025-02-22,13:00,480,unloaded,WH002,Okhla Depot,45,35,10
2025-02-22,17:00,760,loaded,WH002,Okhla Depot,45,35,10
2025-02-22,06:00,1156,unloaded,WH003,Narela Hub,60,50,15
2025-02-22,09:00,1407,loaded,WH003,Narela Hub,60,50,15
2025-02-22,13:00,1100,unloaded,WH003,Narela Hub,60,50,15
2025-02-22,17:00,1392,loaded,WH003,Narela Hub,60,50,15
2025-02-23,06:00,893,unloaded,WH001,Bawana Main,50,40,12
2025-02-23,09:00,1159,loaded,WH001,Bawana Main,50,40,12
2025-02-23,13:00,873,unloaded,WH001,Bawana Main,50,40,12
2025-02-23,17:00,1163,loaded,WH001,Bawana Main,50,40,12
2025-02-23,06:00,596,unloaded,WH002,Okhla Depot,45,35,10
2025-02-23,09:00,897,loaded,WH002,Okhla Depot,45,35,10
2025-02-23,13:00,666,unloaded,WH002,Okhla Depot,45,35,10
2025-02-23,17:00,777,loaded,WH002,Okhla Depot,45,35,10
2025-02-23,06:00,981,unloaded,WH003,Narela Hub,60,50,15
2025-02-23,09:00,1355,loaded,WH003,Narela Hub,60,50,15
2025-02-23,13:00,1050,unloaded,WH003,Narela Hub,60,50,15
2025-02-23,17:00,1441,loaded,WH003,Narela Hub,60,50,15
2025-02-24,06:00,1046,unloaded,WH001,Bawana Main,50,40,12
2025-02-24,09:00,1186,loaded,WH001,Bawana Main,50,40,12
2025-02-24,13:00,826,unloaded,WH001,Bawana Main,50,40,12
2025-02-24,17:00,1237,loaded,WH001,Bawana Main,50,40,12
2025-02-24,06:00,690,unloaded,WH002,Okhla Depot,45,35,10
2025-02-24,09:00,983,loaded,WH002,Okhla Depot,45,35,10
2025-02-24,13:00,799,unloaded,WH002,Okhla Depot,45,35,10
2025-02-24,17:00,868,loaded,WH002,Okhla Depot,45,35,10
2025-02-24,06:00,1150,unloaded,WH003,Narela Hub,60,50,15
2025-02-24,09:00,1590,loaded,WH003,Narela Hub,60,50,15
2025-02-24,13:00,1283,unloaded,WH003,Narela Hub,60,50,15
2025-02-24,17:00,1578,loaded,WH003,Narela Hub,60,50,15
2025-02-25,06:00,1025,unloaded,WH001,Bawana Main,50,40,12
2025-02-25,09:00,1207,loaded,WH001,Bawana Main,50,40,12
2025-02-25,13:00,933,unloaded,WH001,Bawana Main,50,40,12
2025-02-25,17:00,1260,loaded,WH001,Bawana Main,50,40,12
2025-02-25,06:00,674,unloaded,WH002,Okhla Depot,45,35,10
2025-02-25,09:00,823,loaded,WH002,Okhla Depot,45,35,10
2025-02-25,13:00,546,unloaded,WH002,Okhla Depot,45,35,10
2025-02-25,17:00,852,loaded,WH002,Okhla Depot,45,35,10
2025-02-25,06:00,1426,unloaded,WH003,Narela Hub,60,50,15
2025-02-25,09:00,1462,loaded,WH003,Narela Hub,60,50,15
2025-02-25,13:00,1097,unloaded,WH003,Narela Hub,60,50,15
2025-02-25,17:00,1527,loaded,WH003,Narela Hub,60,50,15
2025-02-26,06:00,1004,unloaded,WH001,Bawana Main,50,40,12
2025-02-26,09:00,1122,loaded,WH001,Bawana Main,50,40,12
2025-02-26,13:00,1053,unloaded,WH001,Bawana Main,50,40,12
2025-02-26,17:00,1258,loaded,WH001,Bawana Main,50,40,12
2025-02-26,06:00,718,unloaded,WH002,Okhla Depot,45,35,10
2025-02-26,09:00,852,loaded,WH002,Okhla Depot,45,35,10
2025-02-26,13:00,549,unloaded,WH002,Okhla Depot,45,35,10
2025-02-26,17:00,825,loaded,WH002,Okhla Depot,45,35,10
2025-02-26,06:00,1212,unloaded,WH003,Narela Hub,60,50,15
2025-02-26,09:00,1558,loaded,WH003,Narela Hub,60,50,15
2025-02-26,13:00,1184,unloaded,WH003,Narela Hub,60,50,15
2025-02-26,17:00,1533,loaded,WH003,Narela Hub,60,50,15
2025-02-27,06:00,1041,unloaded,WH001,Bawana Main,50,40,12
2025-02-27,09:00,1250,loaded,WH001,Bawana Main,50,40,12
2025-02-27,13:00,843,unloaded,WH001,Bawana Main,50,40,12
2025-02-27,17:00,1293,loaded,WH001,Bawana Main,50,40,12
2025-02-27,06:00,658,unloaded,WH002,Okhla Depot,45,35,10
2025-02-27,09:00,921,loaded,WH002,Okhla Depot,45,35,10
2025-02-27,13:00,667,unloaded,WH002,Okhla Depot,45,35,10
2025-02-27,17:00,945,loaded,WH002,Okhla Depot,45,35,10
2025-02-27,06:00,1349,unloaded,WH003,Narela Hub,60,50,15
2025-02-27,09:00,1558,loaded,WH003,Narela Hub,60,50,15
2025-02-27,13:00,1405,unloaded,WH003,Narela Hub,60,50,15
2025-02-27,17:00,1599,loaded,WH003,Narela Hub,60,50,15
2025-02-28,06:00,1040,unloaded,WH001,Bawana Main,50,40,12
2025-02-28,09:00,1168,loaded,WH001,Bawana Main,50,40,12
2025-02-28,13:00,1034,unloaded,WH001,Bawana Main,50,40,12
2025-02-28,17:00,1196,loaded,WH001,Bawana Main,50,40,12
2025-02-28,06:00,556,unloaded,WH002,Okhla Depot,45,35,10
2025-02-28,09:00,867,loaded,WH002,Okhla Depot,45,35,10
2025-02-28,13:00,729,unloaded,WH002,Okhla Depot,45,35,10
2025-02-28,17:00,831,loaded,WH002,Okhla Depot,45,35,10
2025-02-28,06:00,1336,unloaded,WH003,Narela Hub,60,50,15
2025-02-28,09:00,1502,loaded,WH003,Narela Hub,60,50,15
2025-02-28,13:00,1322,unloaded,WH003,Narela Hub,60,50,15
2025-02-28,17:00,1461,loaded,WH003,Narela Hub,60,50,15
2025-03-01,06:00,828,unloaded,WH001,Bawana Main,50,40,12
2025-03-01,09:00,1021,loaded,WH001,Bawana Main,50,40,12
2025-03-01,13:00,934,unloaded,WH001,Bawana Main,50,40,12
2025-03-01,17:00,983,loaded,WH001,Bawana Main,50,40,12
2025-03-01,06:00,521,unloaded,WH002,Okhla Depot,45,35,10
2025-03-01,09:00,909,loaded,WH002,Okhla Depot,45,35,10
2025-03-01,13:00,674,unloaded,WH002,Okhla Depot,45,35,10
2025-03-01,17:00,806,loaded,WH002,Okhla Depot,45,35,10
2025-03-01,06:00,1351,unloaded,WH003,Narela Hub,60,50,15
2025-03-01,09:00,1464,loaded,WH003,Narela Hub,60,50,15
2025-03-01,13:00,1235,unloaded,WH003,Narela Hub,60,50,15
2025-03-01,17:00,1334,loaded,WH003,Narela Hub,60,50,15
2025-03-02,06:00,838,unloaded,WH001,Bawana Main,50,40,12
2025-03-02,09:00,1206,loaded,WH001,Bawana Main,50,40,12
2025-03-02,13:00,730,unloaded,WH001,Bawana Main,50,40,12
2025-03-02,17:00,1051,loaded,WH001,Bawana Main,50,40,12
2025-03-02,06:00,534,unloaded,WH002,Okhla Depot,45,35,10
2025-03-02,09:00,832,loaded,WH002,Okhla Depot,45,35,10
2025-03-02,13:00,571,unloaded,WH002,Okhla Depot,45,35,10
2025-03-02,17:00,822,loaded,WH002,Okhla Depot,45,35,10
2025-03-02,06:00,1260,unloaded,WH003,Narela Hub,60,50,15
2025-03-02,09:00,1477,loaded,WH003,Narela Hub,60,50,15
2025-03-02,13:00,1039,unloaded,WH003,Narela Hub,60,50,15
2025-03-02,17:00,1442,loaded,WH003,Narela Hub,60,50,15
2025-03-03,06:00,976,unloaded,WH001,Bawana Main,50,40,12
2025-03-03,09:00,1211,loaded,WH001,Bawana Main,50,40,12
2025-03-03,13:00,967,unloaded,WH001,Bawana Main,50,40,12
2025-03-03,17:00,1215,loaded,WH001,Bawana Main,50,40,12
2025-03-03,06:00,683,unloaded,WH002,Okhla Depot,45,35,10
2025-03-03,09:00,981,loaded,WH002,Okhla Depot,45,35,10
2025-03-03,13:00,555,unloaded,WH002,Okhla Depot,45,35,10
2025-03-03,17:00,865,loaded,WH002,Okhla Depot,45,35,10
2025-03-03,06:00,1298,unloaded,WH003,Narela Hub,60,50,15
2025-03-03,09:00,1415,loaded,WH003,Narela Hub,60,50,15
2025-03-03,13:00,1212,unloaded,WH003,Narela Hub,60,50,15
2025-03-03,17:00,1438,loaded,WH003,Narela Hub,60,50,15
2025-03-04,06:00,817,unloaded,WH001,Bawana Main,50,40,12
2025-03-04,09:00,1250,loaded,WH001,Bawana Main,50,40,12
2025-03-04,13:00,827,unloaded,WH001,Bawana Main,50,40,12
2025-03-04,17:00,1300,loaded,WH001,Bawana Main,50,40,12
2025-03-04,06:00,616,unloaded,WH002,Okhla Depot,45,35,10
2025-03-04,09:00,851,loaded,WH002,Okhla Depot,45,35,10
2025-03-04,13:00,684,unloaded,WH002,Okhla Depot,45,35,10
2025-03-04,17:00,977,loaded,WH002,Okhla Depot,45,35,10
2025-03-04,06:00,1134,unloaded,WH003,Narela Hub,60,50,15
2025-03-04,09:00,1540,loaded,WH003,Narela Hub,60,50,15
2025-03-04,13:00,1372,unloaded,WH003,Narela Hub,60,50,15
2025-03-04,17:00,1499,loaded,WH003,Narela Hub,60,50,15
2025-03-05,06:00,993,unloaded,WH001,Bawana Main,50,40,12
2025-03-05,09:00,1117,loaded,WH001,Bawana Main,50,40,12
2025-03-05,13:00,964,unloaded,WH001,Bawana Main,50,40,12
2025-03-05,17:00,1195,loaded,WH001,Bawana Main,50,40,12
2025-03-05,06:00,625,unloaded,WH002,Okhla Depot,45,35,10
2025-03-05,09:00,948,loaded,WH002,Okhla Depot,45,35,10
2025-03-05,13:00,686,unloaded,WH002,Okhla Depot,45,35,10
2025-03-05,17:00,835,loaded,WH002,Okhla Depot,45,35,10
2025-03-05,06:00,1271,unloaded,WH003,Narela Hub,60,50,15
